Account Number,Position Date,Security Description (Short),Security Number (Full),Security ISIN,Security CINS,Taxlot Open Date,Taxlot Trade Order,Taxlot Shares/Par,Taxlot Cost,Taxlot Cost (Base),Taxlot Market Value,Taxlot Market (Base),Accrued Income Net,Accrued Income Net (Base),Price,Unrealized Gain/Loss,,,,,,,,,,,,,,,,
00000000VAN001,07/26/2019,BANK OF AMERICA CORP,2028343,US0605051046,060505104,,,"62,122.0000","1,820,873.71","1,820,873.71","1,911,493.94","1,911,493.94",0.00,0.00,30.770000,"90,620.23",,,,,,,,,,,,,,,,
